year,region,sport,sport category,medal
1994,Russia,Figure Skating,Skating,
2016,Belarus,Weightlifting,Miscellaneous,Silver
2002,Latvia,Ice Hockey,Skating,
2006,Latvia,Ice Hockey,Skating,
2004,Uzbekistan,Rowing,Paddling Sports,
2008,Uzbekistan,Rowing,Paddling Sports,
2016,Lithuania,Canoeing,Paddling Sports,
2012,Lithuania,Cycling,Cycling,
2012,Lithuania,Cycling,Cycling,
2016,Lithuania,Cycling,Cycling,
2008,Lithuania,Badminton,Racquet Sports,
1994,Belarus,Figure Skating,Skating,
1998,Belarus,Figure Skating,Skating,
2002,Russia,Figure Skating,Skating,
2006,Russia,Figure Skating,Skating,Gold
2012,Uzbekistan,Wrestling,Combat Sports,
2016,Uzbekistan,Wrestling,Combat Sports,Bronze
2000,Ukraine,Swimming,Aquatics,
2004,Ukraine,Swimming,Aquatics,
2012,Russia,Rhythmic Gymnastics,Gymnastics,Gold
1972,Russia,Wrestling,Combat Sports,Silver
1976,Russia,Football,Team Sports,Bronze
1996,Ukraine,Basketball,Team Sports,
1996,Turkmenistan,Judo,Combat Sports,
1992,Estonia,Athletics,Multi-Discipline,
1996,Estonia,Athletics,Multi-Discipline,
2004,Tajikistan,Athletics,Multi-Discipline,
2008,Tajikistan,Athletics,Multi-Discipline,
2012,Tajikistan,Athletics,Multi-Discipline,
2016,Tajikistan,Athletics,Multi-Discipline,Gold
1912,Russia,Athletics,Multi-Discipline,
1912,Russia,Athletics,Multi-Discipline,
2008,Uzbekistan,Swimming,Aquatics,
2012,Tajikistan,Boxing,Combat Sports,
2012,Russia,Athletics,Multi-Discipline,
1980,Russia,Athletics,Multi-Discipline,
1980,Russia,Athletics,Multi-Discipline,Gold
2000,Russia,Athletics,Multi-Discipline,
2000,Russia,Athletics,Multi-Discipline,Bronze
2004,Russia,Athletics,Multi-Discipline,
2004,Russia,Athletics,Multi-Discipline,Silver
2012,Russia,Athletics,Multi-Discipline,Silver
2002,Belarus,Biathlon,Skiing Events,
2002,Belarus,Biathlon,Skiing Events,
2002,Belarus,Biathlon,Skiing Events,
2002,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2010,Belarus,Biathlon,Skiing Events,
1988,Russia,Athletics,Multi-Discipline,Bronze
1988,Russia,Athletics,Multi-Discipline,Gold
1992,Russia,Athletics,Multi-Discipline,
1992,Russia,Athletics,Multi-Discipline,Gold
2008,Turkmenistan,Athletics,Multi-Discipline,
2004,Armenia,Judo,Combat Sports,
2008,Armenia,Judo,Combat Sports,
2012,Armenia,Judo,Combat Sports,
1996,Armenia,Wrestling,Combat Sports,Gold
1996,Russia,Swimming,Aquatics,
1996,Russia,Swimming,Aquatics,
1996,Russia,Swimming,Aquatics,
1996,Russia,Swimming,Aquatics,
1968,Russia,Fencing,Miscellaneous,
1968,Russia,Fencing,Miscellaneous,Gold
1972,Russia,Fencing,Miscellaneous,Bronze
1972,Russia,Fencing,Miscellaneous,Silver
1976,Russia,Fencing,Miscellaneous,Silver
1976,Russia,Fencing,Miscellaneous,Gold
1980,Russia,Fencing,Miscellaneous,
1980,Russia,Fencing,Miscellaneous,Gold
1996,Tajikistan,Judo,Combat Sports,
2012,Tajikistan,Taekwondo,Combat Sports,
2000,Georgia,Diving,Aquatics,
1972,Russia,Equestrianism,Equestrianism,
1972,Russia,Equestrianism,Equestrianism,
1988,Russia,Hockey,Miscellaneous,
1992,Russia,Hockey,Miscellaneous,
2004,Russia,Fencing,Miscellaneous,
2008,Russia,Fencing,Miscellaneous,
2008,Russia,Fencing,Miscellaneous,
2000,Ukraine,Athletics,Multi-Discipline,
2004,Ukraine,Fencing,Miscellaneous,
2016,Moldova,Wrestling,Combat Sports,
2016,Ukraine,Diving,Aquatics,
2004,Belarus,Swimming,Aquatics,
2014,Russia,Bobsleigh,Sliding,Gold
1996,Kazakhstan,Canoeing,Paddling Sports,
1996,Kazakhstan,Canoeing,Paddling Sports,
2000,Kazakhstan,Canoeing,Paddling Sports,
2000,Kazakhstan,Canoeing,Paddling Sports,
1996,Belarus,Shooting,Target Sports,
1996,Belarus,Shooting,Target Sports,
2000,Belarus,Shooting,Target Sports,
2000,Belarus,Shooting,Target Sports,
1912,Russia,Athletics,Multi-Discipline,
1912,Russia,Athletics,Multi-Discipline,
2008,Kazakhstan,Weightlifting,Miscellaneous,Silver
2002,Russia,Curling,Skating,
2006,Russia,Curling,Skating,
2016,Lithuania,Canoeing,Paddling Sports,
1992,Lithuania,Athletics,Multi-Discipline,
1988,Russia,Cycling,Cycling,Gold
1992,Russia,Cycling,Cycling,
1968,Russia,Cycling,Cycling,
1988,Ukraine,Handball,Team Sports,Bronze
2006,Russia,Speed Skating,Skating,
2010,Russia,Speed Skating,Skating,
1992,Russia,Athletics,Multi-Discipline,
1998,Russia,Ice Hockey,Skating,Silver
2016,Lithuania,Rowing,Paddling Sports,
2016,Kazakhstan,Synchronized Swimming,Aquatics,
2016,Kazakhstan,Synchronized Swimming,Aquatics,
1996,Russia,Gymnastics,Gymnastics,Silver
1996,Russia,Gymnastics,Gymnastics,Gold
1996,Russia,Gymnastics,Gymnastics,Bronze
1996,Russia,Gymnastics,Gymnastics,Gold
1996,Russia,Gymnastics,Gymnastics,
1996,Russia,Gymnastics,Gymnastics,Bronze
1996,Russia,Gymnastics,Gymnastics,
1996,Russia,Gymnastics,Gymnastics,Bronze
2000,Russia,Gymnastics,Gymnastics,Gold
2000,Russia,Gymnastics,Gymnastics,Bronze
2000,Russia,Gymnastics,Gymnastics,Silver
2000,Russia,Gymnastics,Gymnastics,
2000,Russia,Gymnastics,Gymnastics,Bronze
2000,Russia,Gymnastics,Gymnastics,Gold
2000,Russia,Gymnastics,Gymnastics,
2000,Russia,Gymnastics,Gymnastics,Bronze
2004,Russia,Gymnastics,Gymnastics,
2004,Russia,Gymnastics,Gymnastics,
2004,Russia,Gymnastics,Gymnastics,
2004,Russia,Gymnastics,Gymnastics,
2004,Russia,Gymnastics,Gymnastics,
1968,Russia,Swimming,Aquatics,
1968,Russia,Swimming,Aquatics,Bronze
1976,Russia,Diving,Aquatics,
1980,Russia,Diving,Aquatics,
1968,Russia,Rowing,Paddling Sports,
1976,Russia,Rowing,Paddling Sports,
1936,Estonia,Wrestling,Combat Sports,Bronze
1936,Estonia,Wrestling,Combat Sports,Silver
1912,Russia,Modern Pentathlon,Multi-Discipline,
1912,Russia,Fencing,Miscellaneous,
2004,Ukraine,Athletics,Multi-Discipline,
2006,Russia,Ice Hockey,Skating,
2004,Belarus,Rhythmic Gymnastics,Gymnastics,
2010,Armenia,Alpine Skiing,Skiing Events,
2010,Armenia,Alpine Skiing,Skiing Events,
2010,Ukraine,Cross Country Skiing,Skiing Events,
2010,Ukraine,Cross Country Skiing,Skiing Events,
2016,Belarus,Athletics,Multi-Discipline,
2012,Ukraine,Athletics,Multi-Discipline,
2016,Ukraine,Athletics,Multi-Discipline,
1998,Russia,Alpine Skiing,Skiing Events,
2004,Belarus,Athletics,Multi-Discipline,Gold
2004,Belarus,Athletics,Multi-Discipline,
2008,Belarus,Athletics,Multi-Discipline,
2008,Belarus,Athletics,Multi-Discipline,
1972,Russia,Boxing,Combat Sports,
1988,Russia,Handball,Team Sports,Gold
2012,Russia,Swimming,Aquatics,
1996,Ukraine,Shooting,Target Sports,
1996,Ukraine,Shooting,Target Sports,
2000,Russia,Shooting,Target Sports,
2004,Russia,Shooting,Target Sports,Silver
2004,Russia,Shooting,Target Sports,Gold
2008,Russia,Shooting,Target Sports,
2008,Russia,Shooting,Target Sports,
2000,Russia,Rhythmic Gymnastics,Gymnastics,Gold
1952,Russia,Football,Team Sports,
1956,Russia,Football,Team Sports,Gold
1920,Estonia,Weightlifting,Miscellaneous,Gold
1924,Estonia,Weightlifting,Miscellaneous,Silver
2004,Belarus,Swimming,Aquatics,
2004,Belarus,Swimming,Aquatics,
2008,Belarus,Swimming,Aquatics,
2008,Belarus,Swimming,Aquatics,
2004,Belarus,Athletics,Multi-Discipline,
2012,Belarus,Athletics,Multi-Discipline,
2004,Russia,Archery,Target Sports,
1994,Kazakhstan,Cross Country Skiing,Skiing Events,
1994,Kazakhstan,Cross Country Skiing,Skiing Events,
1994,Kazakhstan,Cross Country Skiing,Skiing Events,
1994,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
1976,Russia,Judo,Combat Sports,Gold
2016,Ukraine,Judo,Combat Sports,
1980,Russia,Hockey,Miscellaneous,Bronze
1988,Russia,Hockey,Miscellaneous,
2014,Russia,Ice Hockey,Skating,
1968,Latvia,Rowing,Paddling Sports,
2012,Russia,Judo,Combat Sports,Bronze
1924,Russia,Art Competitions,Miscellaneous,
1992,Estonia,Cross Country Skiing,Skiing Events,
1992,Estonia,Cross Country Skiing,Skiing Events,
1992,Estonia,Cross Country Skiing,Skiing Events,
1992,Estonia,Cross Country Skiing,Skiing Events,
1994,Estonia,Cross Country Skiing,Skiing Events,
1994,Estonia,Cross Country Skiing,Skiing Events,
1994,Estonia,Cross Country Skiing,Skiing Events,
1994,Estonia,Cross Country Skiing,Skiing Events,
1994,Estonia,Cross Country Skiing,Skiing Events,
2002,Estonia,Cross Country Skiing,Skiing Events,
2002,Estonia,Cross Country Skiing,Skiing Events,
2012,Estonia,Athletics,Multi-Discipline,
2012,Estonia,Athletics,Multi-Discipline,
1956,Russia,Swimming,Aquatics,
1956,Russia,Swimming,Aquatics,Bronze
1960,Russia,Swimming,Aquatics,
1964,Russia,Fencing,Miscellaneous,
1968,Russia,Fencing,Miscellaneous,
1968,Russia,Fencing,Miscellaneous,Silver
1952,Russia,Shooting,Target Sports,
1956,Russia,Shooting,Target Sports,
1960,Russia,Shooting,Target Sports,
2004,Belarus,Rhythmic Gymnastics,Gymnastics,
2008,Kazakhstan,Handball,Team Sports,
2016,Latvia,Judo,Combat Sports,
1988,Russia,Nordic Combined,Skiing Events,
1956,Russia,Ice Hockey,Skating,Gold
2014,Kazakhstan,Short Track Speed Skating,Skating,
2014,Kazakhstan,Short Track Speed Skating,Skating,
1980,Russia,Volleyball,Team Sports,Gold
2008,Russia,Fencing,Miscellaneous,
2008,Russia,Fencing,Miscellaneous,Gold
2004,Ukraine,Fencing,Miscellaneous,
2004,Ukraine,Fencing,Miscellaneous,
2008,Ukraine,Fencing,Miscellaneous,
2008,Ukraine,Fencing,Miscellaneous,
2016,Ukraine,Fencing,Miscellaneous,
2016,Ukraine,Fencing,Miscellaneous,
1996,Russia,Rowing,Paddling Sports,
1912,Russia,Football,Team Sports,
1998,Kazakhstan,Ice Hockey,Skating,
1980,Russia,Weightlifting,Miscellaneous,Silver
1952,Russia,Canoeing,Paddling Sports,
2014,Russia,Ice Hockey,Skating,
1992,Estonia,Wrestling,Combat Sports,
1996,Estonia,Wrestling,Combat Sports,
2000,Estonia,Wrestling,Combat Sports,
1984,Russia,Cross Country Skiing,Skiing Events,
1984,Russia,Cross Country Skiing,Skiing Events,Silver
2016,Russia,Boxing,Combat Sports,Bronze
2004,Ukraine,Trampolining,Gymnastics,Gold
2008,Ukraine,Trampolining,Gymnastics,
2012,Ukraine,Trampolining,Gymnastics,
2012,Latvia,Swimming,Aquatics,
2000,Ukraine,Swimming,Aquatics,
2014,Russia,Skeleton,Sliding,Bronze
1996,Ukraine,Swimming,Aquatics,
1996,Ukraine,Swimming,Aquatics,
2000,Ukraine,Swimming,Aquatics,
2000,Ukraine,Swimming,Aquatics,
2000,Ukraine,Swimming,Aquatics,
2004,Ukraine,Swimming,Aquatics,
2004,Ukraine,Swimming,Aquatics,
1960,Ukraine,Gymnastics,Gymnastics,
1960,Ukraine,Gymnastics,Gymnastics,Gold
1960,Ukraine,Gymnastics,Gymnastics,
1960,Ukraine,Gymnastics,Gymnastics,Gold
1960,Ukraine,Gymnastics,Gymnastics,
1960,Ukraine,Gymnastics,Gymnastics,
2012,Russia,Badminton,Racquet Sports,
1956,Russia,Swimming,Aquatics,Bronze
1960,Russia,Swimming,Aquatics,
1992,Russia,Boxing,Combat Sports,
2012,Russia,Canoeing,Paddling Sports,
1952,Russia,Shooting,Target Sports,
1956,Russia,Wrestling,Combat Sports,Gold
1952,Russia,Football,Team Sports,
2012,Russia,Athletics,Multi-Discipline,
2004,Russia,Volleyball,Team Sports,Silver
1992,Russia,Athletics,Multi-Discipline,Silver
1996,Russia,Athletics,Multi-Discipline,Gold
2004,Russia,Athletics,Multi-Discipline,
1964,Russia,Sailing,Water Sports,
1994,Russia,Ice Hockey,Skating,
2002,Russia,Ice Hockey,Skating,Bronze
1912,Russia,Athletics,Multi-Discipline,
1912,Russia,Athletics,Multi-Discipline,
2002,Armenia,Cross Country Skiing,Skiing Events,
2002,Armenia,Cross Country Skiing,Skiing Events,
2002,Armenia,Cross Country Skiing,Skiing Events,
2002,Armenia,Cross Country Skiing,Skiing Events,
1960,Russia,Boxing,Combat Sports,
2000,Russia,Wrestling,Combat Sports,
1976,Russia,Fencing,Miscellaneous,Gold
1996,Russia,Basketball,Team Sports,
2000,Russia,Basketball,Team Sports,
1992,Russia,Athletics,Multi-Discipline,Bronze
2010,Russia,Ice Hockey,Skating,
2014,Russia,Ice Hockey,Skating,
1980,Russia,Football,Team Sports,Bronze
1960,Russia,Athletics,Multi-Discipline,
1964,Russia,Athletics,Multi-Discipline,
2016,Belarus,Rowing,Paddling Sports,
1988,Russia,Volleyball,Team Sports,Gold
1992,Russia,Volleyball,Team Sports,Silver
1996,Russia,Volleyball,Team Sports,
2016,Ukraine,Rowing,Paddling Sports,
2012,Kazakhstan,Wrestling,Combat Sports,
1960,Russia,Shooting,Target Sports,Silver
1960,Russia,Shooting,Target Sports,
2012,Kazakhstan,Boxing,Combat Sports,Silver
2016,Kazakhstan,Boxing,Combat Sports,Silver
1996,Kazakhstan,Boxing,Combat Sports,Bronze
2004,Russia,Athletics,Multi-Discipline,Silver
2008,Russia,Athletics,Multi-Discipline,Bronze
2002,Latvia,Ice Hockey,Skating,
2006,Latvia,Ice Hockey,Skating,
2010,Latvia,Ice Hockey,Skating,
2012,Tajikistan,Wrestling,Combat Sports,
1976,Russia,Nordic Combined,Skiing Events,
1992,Estonia,Athletics,Multi-Discipline,
1996,Estonia,Athletics,Multi-Discipline,
2000,Estonia,Athletics,Multi-Discipline,Gold
2004,Estonia,Athletics,Multi-Discipline,
1924,Estonia,Weightlifting,Miscellaneous,
2004,Lithuania,Athletics,Multi-Discipline,
2008,Uzbekistan,Athletics,Multi-Discipline,
1992,Russia,Rowing,Paddling Sports,
1994,Russia,Biathlon,Skiing Events,
1994,Russia,Biathlon,Skiing Events,
1994,Russia,Biathlon,Skiing Events,Gold
2012,Russia,Table Tennis,Racquet Sports,
1972,Russia,Nordic Combined,Skiing Events,
2004,Russia,Judo,Combat Sports,Bronze
1992,Russia,Basketball,Team Sports,
2008,Belarus,Rowing,Paddling Sports,
2000,Russia,Athletics,Multi-Discipline,
2004,Russia,Athletics,Multi-Discipline,
2010,Azerbaijan,Alpine Skiing,Skiing Events,
2010,Azerbaijan,Alpine Skiing,Skiing Events,
1952,Ukraine,Weightlifting,Miscellaneous,Silver
2008,Belarus,Weightlifting,Miscellaneous,
1994,Belarus,Speed Skating,Skating,
1994,Belarus,Speed Skating,Skating,
1998,Belarus,Speed Skating,Skating,
1980,Lithuania,Handball,Team Sports,Silver
1988,Lithuania,Handball,Team Sports,Gold
2008,Belarus,Athletics,Multi-Discipline,
2012,Belarus,Athletics,Multi-Discipline,
2008,Belarus,Rowing,Paddling Sports,
1972,Ukraine,Judo,Combat Sports,Bronze
2008,Estonia,Cycling,Cycling,
1994,Estonia,Luge,Sliding,
1998,Estonia,Luge,Sliding,
1952,Russia,Modern Pentathlon,Multi-Discipline,
1952,Russia,Modern Pentathlon,Multi-Discipline,
1956,Russia,Modern Pentathlon,Multi-Discipline,
1956,Russia,Modern Pentathlon,Multi-Discipline,Gold
1960,Russia,Modern Pentathlon,Multi-Discipline,
1960,Russia,Modern Pentathlon,Multi-Discipline,Silver
1964,Russia,Modern Pentathlon,Multi-Discipline,Silver
1964,Russia,Modern Pentathlon,Multi-Discipline,Gold
2012,Belarus,Weightlifting,Miscellaneous,
1968,Russia,Boxing,Combat Sports,
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2010,Belarus,Biathlon,Skiing Events,
2010,Belarus,Biathlon,Skiing Events,
2010,Belarus,Biathlon,Skiing Events,
2010,Belarus,Biathlon,Skiing Events,Silver
2010,Belarus,Biathlon,Skiing Events,
2014,Belarus,Biathlon,Skiing Events,
2014,Belarus,Biathlon,Skiing Events,
2014,Belarus,Biathlon,Skiing Events,
2014,Belarus,Biathlon,Skiing Events,
2002,Russia,Cross Country Skiing,Skiing Events,
2002,Russia,Cross Country Skiing,Skiing Events,
2002,Russia,Cross Country Skiing,Skiing Events,
2002,Russia,Cross Country Skiing,Skiing Events,
2006,Russia,Cross Country Skiing,Skiing Events,
2006,Russia,Cross Country Skiing,Skiing Events,
2006,Russia,Cross Country Skiing,Skiing Events,
2010,Russia,Cross Country Skiing,Skiing Events,
2004,Belarus,Judo,Combat Sports,
1976,Ukraine,Judo,Combat Sports,Gold
1980,Ukraine,Judo,Combat Sports,
1952,Russia,Shooting,Target Sports,
1988,Russia,Gymnastics,Gymnastics,
1988,Russia,Gymnastics,Gymnastics,Gold
1988,Russia,Gymnastics,Gymnastics,
1988,Russia,Gymnastics,Gymnastics,
1988,Russia,Gymnastics,Gymnastics,
1988,Russia,Gymnastics,Gymnastics,
1988,Russia,Gymnastics,Gymnastics,
1988,Russia,Gymnastics,Gymnastics,
1960,Russia,Water Polo,Team Sports,Silver
2014,Russia,Alpine Skiing,Skiing Events,
1964,Russia,Swimming,Aquatics,
1964,Russia,Swimming,Aquatics,
2004,Belarus,Weightlifting,Miscellaneous,
2008,Belarus,Weightlifting,Miscellaneous,Bronze
2012,Belarus,Weightlifting,Miscellaneous,
1994,Russia,Luge,Sliding,
1992,Russia,Alpine Skiing,Skiing Events,
1992,Russia,Alpine Skiing,Skiing Events,
1968,Russia,Fencing,Miscellaneous,Gold
1968,Russia,Fencing,Miscellaneous,Gold
1972,Russia,Fencing,Miscellaneous,
1972,Russia,Fencing,Miscellaneous,Gold
1976,Russia,Fencing,Miscellaneous,Bronze
1976,Russia,Fencing,Miscellaneous,Gold
1980,Russia,Fencing,Miscellaneous,
1980,Russia,Fencing,Miscellaneous,Silver
2006,Russia,Figure Skating,Skating,
2010,Russia,Figure Skating,Skating,
1996,Russia,Synchronized Swimming,Aquatics,
2000,Russia,Synchronized Swimming,Aquatics,Gold
2004,Russia,Synchronized Swimming,Aquatics,Gold
2014,Ukraine,Freestyle Skiing,Skiing Events,
2006,Lithuania,Cross Country Skiing,Skiing Events,
2006,Lithuania,Cross Country Skiing,Skiing Events,
2006,Lithuania,Cross Country Skiing,Skiing Events,
2010,Lithuania,Cross Country Skiing,Skiing Events,
2010,Lithuania,Cross Country Skiing,Skiing Events,
2004,Russia,Athletics,Multi-Discipline,
2000,Estonia,Fencing,Miscellaneous,
2008,Estonia,Fencing,Miscellaneous,
2012,Estonia,Fencing,Miscellaneous,
2016,Estonia,Fencing,Miscellaneous,
1976,Russia,Wrestling,Combat Sports,Silver
2008,Ukraine,Athletics,Multi-Discipline,
2012,Ukraine,Athletics,Multi-Discipline,
2016,Ukraine,Athletics,Multi-Discipline,
2004,Georgia,Wrestling,Combat Sports,Silver
2008,Georgia,Wrestling,Combat Sports,
1996,Ukraine,Badminton,Racquet Sports,
1996,Ukraine,Badminton,Racquet Sports,
2000,Ukraine,Badminton,Racquet Sports,
2000,Ukraine,Badminton,Racquet Sports,
1994,Uzbekistan,Figure Skating,Skating,
2008,Kazakhstan,Judo,Combat Sports,
2000,Azerbaijan,Boxing,Combat Sports,
2016,Turkmenistan,Judo,Combat Sports,
2008,Kazakhstan,Taekwondo,Combat Sports,
1996,Kazakhstan,Canoeing,Paddling Sports,
1996,Kazakhstan,Canoeing,Paddling Sports,
2000,Kazakhstan,Canoeing,Paddling Sports,
2000,Kazakhstan,Canoeing,Paddling Sports,
2004,Kazakhstan,Canoeing,Paddling Sports,
2004,Kazakhstan,Canoeing,Paddling Sports,
2008,Kazakhstan,Canoeing,Paddling Sports,
2012,Armenia,Wrestling,Combat Sports,
2006,Estonia,Alpine Skiing,Skiing Events,
2006,Estonia,Alpine Skiing,Skiing Events,
2010,Estonia,Alpine Skiing,Skiing Events,
2010,Estonia,Alpine Skiing,Skiing Events,
2008,Estonia,Athletics,Multi-Discipline,
2016,Estonia,Athletics,Multi-Discipline,
2014,Estonia,Ski Jumping,Skiing Events,
2014,Estonia,Ski Jumping,Skiing Events,
2016,Estonia,Archery,Target Sports,
2008,Turkmenistan,Judo,Combat Sports,
2012,Kazakhstan,Weightlifting,Miscellaneous,
2012,Uzbekistan,Weightlifting,Miscellaneous,
2016,Uzbekistan,Weightlifting,Miscellaneous,Gold
1996,Uzbekistan,Weightlifting,Miscellaneous,
2000,Uzbekistan,Weightlifting,Miscellaneous,
2008,Belarus,Boxing,Combat Sports,
1992,Russia,Athletics,Multi-Discipline,Silver
1992,Russia,Athletics,Multi-Discipline,Gold
1998,Russia,Cross Country Skiing,Skiing Events,
1998,Ukraine,Cross Country Skiing,Skiing Events,
1998,Ukraine,Cross Country Skiing,Skiing Events,
1998,Ukraine,Cross Country Skiing,Skiing Events,
1998,Ukraine,Cross Country Skiing,Skiing Events,
1952,Russia,Football,Team Sports,
2000,Kazakhstan,Weightlifting,Miscellaneous,
1994,Estonia,Alpine Skiing,Skiing Events,
2008,Russia,Athletics,Multi-Discipline,
1996,Ukraine,Sailing,Water Sports,
2000,Ukraine,Sailing,Water Sports,
2004,Ukraine,Sailing,Water Sports,
2008,Ukraine,Sailing,Water Sports,
2012,Ukraine,Sailing,Water Sports,
2016,Russia,Sailing,Water Sports,
1996,Ukraine,Basketball,Team Sports,
2002,Russia,Luge,Sliding,
2006,Russia,Figure Skating,Skating,
1992,Latvia,Athletics,Multi-Discipline,
1996,Latvia,Athletics,Multi-Discipline,
2016,Ukraine,Athletics,Multi-Discipline,
2012,Russia,Sailing,Water Sports,
2012,Russia,Volleyball,Team Sports,Gold
2014,Ukraine,Luge,Sliding,
2014,Ukraine,Luge,Sliding,
1994,Belarus,Cross Country Skiing,Skiing Events,
1994,Belarus,Cross Country Skiing,Skiing Events,
1994,Belarus,Cross Country Skiing,Skiing Events,
1994,Belarus,Cross Country Skiing,Skiing Events,
2012,Russia,Boxing,Combat Sports,Silver
2016,Georgia,Wrestling,Combat Sports,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2008,Ukraine,Equestrianism,Equestrianism,
2008,Ukraine,Equestrianism,Equestrianism,
2012,Ukraine,Equestrianism,Equestrianism,
2012,Ukraine,Equestrianism,Equestrianism,
1972,Russia,Handball,Team Sports,
1980,Armenia,Wrestling,Combat Sports,Gold
1988,Russia,Volleyball,Team Sports,Gold
1992,Russia,Volleyball,Team Sports,Silver
1996,Russia,Volleyball,Team Sports,
1980,Russia,Speed Skating,Skating,
1980,Russia,Speed Skating,Skating,
1956,Russia,Football,Team Sports,Gold
1992,Russia,Water Polo,Team Sports,Bronze
2006,Kazakhstan,Ice Hockey,Skating,
1996,Uzbekistan,Tennis,Racquet Sports,
1996,Belarus,Rhythmic Gymnastics,Gymnastics,
2000,Ukraine,Swimming,Aquatics,
1924,Latvia,Athletics,Multi-Discipline,
1924,Latvia,Athletics,Multi-Discipline,
1992,Estonia,Biathlon,Skiing Events,
1992,Estonia,Swimming,Aquatics,
1992,Estonia,Swimming,Aquatics,
1992,Estonia,Swimming,Aquatics,
1992,Estonia,Biathlon,Skiing Events,
